Graph contains edges with negative weight.
Shortest paths lengths:
0 - 1: 676
0 - 2: 949
0 - 3: 1257
0 - 4: 1392
0 - 5: 1169
0 - 6: 1377
0 - 7: 1220
0 - 8: 1616
0 - 9: 1633
0 - 10: 1361
0 - 11: 1470
0 - 12: 1382
0 - 13: 1024
0 - 14: 1778
0 - 15: 1624
0 - 16: 1573
0 - 17: 1709
0 - 18: 1030
0 - 19: 1566
0 - 20: 1175
0 - 21: 1684
0 - 22: 651
0 - 23: 1198
0 - 24: 1658
0 - 25: 1583
0 - 26: 1513
0 - 27: 1677
0 - 28: 654
0 - 29: 1455
0 - 30: 454
0 - 31: 966
0 - 32: 835
0 - 33: 1493
0 - 34: 1710
0 - 35: 1212
0 - 36: 1208
0 - 37: 1546
0 - 38: 1307
0 - 39: 1295
0 - 40: 1463
0 - 41: 810
0 - 42: 1624
0 - 43: 1504
0 - 44: 1296
0 - 45: 1294
0 - 46: 1291
0 - 47: 1678
0 - 48: 1414
0 - 49: 1566
0 - 50: 1620
0 - 51: 1633
0 - 52: 1199
0 - 53: 1926
0 - 54: 1491
0 - 55: 1605
0 - 56: 1133
0 - 57: 1442
0 - 58: 1566
0 - 59: 1056
0 - 60: 1559
0 - 61: 1266
0 - 62: 1711
0 - 63: 1918
0 - 64: 1186
0 - 65: 1429
0 - 66: 1725
0 - 67: 820
0 - 68: 1415
0 - 69: 1291
0 - 70: 1786
0 - 71: 1036
0 - 72: 1347
0 - 73: 1437
0 - 74: 1629
0 - 75: 2073
0 - 76: 1467
0 - 77: 1515
0 - 78: 1591
0 - 79: 1322
0 - 80: 1602
0 - 81: 1465
0 - 82: 1324
0 - 83: 1429
0 - 84: 1669
0 - 85: 1726
0 - 86: 1123
0 - 87: 1414
0 - 88: 1584
0 - 89: 1561
0 - 90: 1595
0 - 91: 1340
0 - 92: 1532
0 - 93: 1435
0 - 94: 1251
0 - 95: 1122
0 - 96: 1221
0 - 97: 1679
0 - 98: 1535
0 - 99: 1666
0 - 100: 1503
0 - 101: 1517
0 - 102: 1602
0 - 103: 1333
0 - 104: 1642
0 - 105: 953
0 - 106: 1419
0 - 107: 917
0 - 108: 1043
0 - 109: 1130
0 - 110: 1241
0 - 111: 1645
0 - 112: 1109
0 - 113: 1700
0 - 114: 1610
0 - 115: 1573
0 - 116: 1376
0 - 117: 1569
0 - 118: 1692
0 - 119: 1494
0 - 120: 1191
0 - 121: 1284
0 - 122: 1355
0 - 123: 1308
0 - 124: 1387
0 - 125: 1263
0 - 126: 1350
0 - 127: 1331
0 - 128: 1150
0 - 129: 1391
0 - 130: 1549
0 - 131: 1508
0 - 132: 1630
0 - 133: 1484
0 - 134: 1673
0 - 135: 1483
0 - 136: 1446
0 - 137: 1495
0 - 138: 1443
0 - 139: 1141
0 - 140: 1670
0 - 141: 1476
0 - 142: 1735
0 - 143: 1594
0 - 144: 1590
0 - 145: 1471
0 - 146: 1092
0 - 147: 963
0 - 148: 1371
0 - 149: 1328
0 - 150: 878
0 - 151: 1460
0 - 152: 1393
0 - 153: 1570
0 - 154: 1876
0 - 155: 2118
0 - 156: 1124
0 - 157: 1222
0 - 158: 1000
0 - 159: 1023
0 - 160: 1859
0 - 161: 1662
0 - 162: 1482
0 - 163: 1301
0 - 164: 1673
0 - 165: 1363
0 - 166: 1361
0 - 167: 1505
0 - 168: 1512
0 - 169: 1698
0 - 170: 1635
0 - 171: 1387
0 - 172: 1210
0 - 173: 1206
0 - 174: 983
0 - 175: 1761
0 - 176: 1550
0 - 177: 1216
0 - 178: 1505
0 - 179: 1446
0 - 180: 1671
0 - 181: 1036
0 - 182: 1465
0 - 183: 951
0 - 184: 1448
0 - 185: 1371
0 - 186: 1324
0 - 187: 1465
0 - 188: 1619
0 - 189: 938
0 - 190: 1143
0 - 191: 1157
0 - 192: 1501
0 - 193: 1042
0 - 194: 1709
0 - 195: 1213
0 - 196: 1782
0 - 197: 1147
0 - 198: 1400
0 - 199: 1855
0 - 200: 1146
0 - 201: 1561
0 - 202: 1943
0 - 203: 1669
0 - 204: 1268
0 - 205: 1287
0 - 206: 1718
0 - 207: 1758
0 - 208: 1189
0 - 209: 1432
0 - 210: 1000
0 - 211: 1625
0 - 212: 1243
0 - 213: 1947
0 - 214: 1265
0 - 215: 1452
0 - 216: 754
0 - 217: 1407
0 - 218: 1453
0 - 219: 1769
0 - 220: 1481
0 - 221: 1665
0 - 222: 1461
0 - 223: 529
0 - 224: 1645
0 - 225: 1673
0 - 226: 1538
0 - 227: 783
0 - 228: 1534
0 - 229: 338
0 - 230: 1427
0 - 231: 1743
0 - 232: 1409
0 - 233: 1799
0 - 234: 1084
0 - 235: 1264
0 - 236: 1443
0 - 237: 1403
0 - 238: 1466
0 - 239: 1699
0 - 240: 1509
0 - 241: 1016
0 - 242: 1500
0 - 243: 2021
0 - 244: 1563
0 - 245: 1029
0 - 246: 1849
0 - 247: 1615
0 - 248: 1907
0 - 249: 1573
0 - 250: 1140
0 - 251: 1855
0 - 252: 1557
0 - 253: 1633
0 - 254: 1565
0 - 255: 1357
0 - 256: 1654
0 - 257: 1527
0 - 258: 1662
0 - 259: 1515
0 - 260: 1775
0 - 261: 1571
0 - 262: 1771
0 - 263: 1302
0 - 264: 1602
0 - 265: 1567
0 - 266: 1624
0 - 267: 1574
0 - 268: 964
0 - 269: 1516
0 - 270: 913
0 - 271: 1573
0 - 272: 1524
0 - 273: 1891
0 - 274: 1241
0 - 275: 1423
0 - 276: 1488
0 - 277: 1015
0 - 278: 1799
0 - 279: 1002
0 - 280: 1501
0 - 281: 1315
0 - 282: 1475
0 - 283: 1292
0 - 284: 1592
0 - 285: 1275
0 - 286: 1256
0 - 287: 1280
0 - 288: 1288
0 - 289: 1577
0 - 290: 635
0 - 291: 1441
0 - 292: 1509
0 - 293: 1145
0 - 294: 1129
0 - 295: 1666
0 - 296: 1567
0 - 297: 1595
0 - 298: 1186
0 - 299: 1660
0 - 300: 1714
0 - 301: 968
0 - 302: 1615
0 - 303: 1504
0 - 304: 1894
0 - 305: 1480
0 - 306: 1054
0 - 307: 1889
0 - 308: 1586
0 - 309: 1297
0 - 310: 1576
0 - 311: 1105
0 - 312: 1772
0 - 313: 1951
0 - 314: 1289
0 - 315: 1639
0 - 316: 1830
0 - 317: 1408
0 - 318: 1241
0 - 319: 1593
0 - 320: 1149
0 - 321: 1137
0 - 322: 1214
0 - 323: 1584
0 - 324: 1261
0 - 325: 1464
0 - 326: 988
0 - 327: 1302
0 - 328: 1347
0 - 329: 937
0 - 330: 1255
0 - 331: 1478
0 - 332: 1315
0 - 333: 1245
0 - 334: 1726
0 - 335: 1457
0 - 336: 1527
0 - 337: 1170
0 - 338: 1761
0 - 339: 1234
0 - 340: 1533
0 - 341: 1467
0 - 342: 1160
0 - 343: 1577
0 - 344: 1593
0 - 345: 991
0 - 346: 966
0 - 347: 1612
0 - 348: 792
0 - 349: 1494
0 - 350: 1469
0 - 351: 1029
0 - 352: 1259
0 - 353: 1833
0 - 354: 1109
0 - 355: 1386
0 - 356: 1564
0 - 357: 1503
0 - 358: 1665
0 - 359: 898
0 - 360: 1042
0 - 361: 1451
0 - 362: 1677
0 - 363: 1516
0 - 364: 1071
0 - 365: 1225
0 - 366: 1834
0 - 367: 1416
0 - 368: 1448
0 - 369: 1010
0 - 370: 1819
0 - 371: 1826
0 - 372: 1650
0 - 373: 1736
0 - 374: 1382
0 - 375: 1471
0 - 376: 1420
0 - 377: 1604
0 - 378: 898
0 - 379: 1522
0 - 380: 1403
0 - 381: 1416
0 - 382: 1608
0 - 383: 1783
0 - 384: 1613
0 - 385: 1666
0 - 386: 1331
0 - 387: 1834
0 - 388: 1284
0 - 389: 1617
0 - 390: 1022
0 - 391: 1447
0 - 392: 1170
0 - 393: 992
0 - 394: 1401
0 - 395: 1255
0 - 396: 1391
0 - 397: 1411
0 - 398: 1613
0 - 399: 1498
0 - 400: 1349
0 - 401: 1559
0 - 402: 1097
0 - 403: 1194
0 - 404: 531
0 - 405: 1011
0 - 406: 1497
0 - 407: 1690
0 - 408: 1574
0 - 409: 1429
0 - 410: 1245
0 - 411: 1509
0 - 412: 1472
0 - 413: 841
0 - 414: 1151
0 - 415: 1428
0 - 416: 1453
0 - 417: 1448
0 - 418: 1398
0 - 419: 1295
0 - 420: 1357
0 - 421: 1639
0 - 422: 1588
0 - 423: 1690
0 - 424: 1699
0 - 425: 1399
0 - 426: 1613
0 - 427: 1525
0 - 428: 1452
0 - 429: 1548
0 - 430: 1285
0 - 431: 1512
0 - 432: 1860
0 - 433: 1564
0 - 434: 1248
0 - 435: 1310
0 - 436: 1507
0 - 437: 1272
0 - 438: 1564
0 - 439: 1011
0 - 440: 1447
0 - 441: 1380
0 - 442: 1494
0 - 443: 1717
0 - 444: 1576
0 - 445: 1496
0 - 446: 1291
0 - 447: 1291
0 - 448: 1599
0 - 449: 1329
0 - 450: 1665
0 - 451: 1157
0 - 452: 1650
0 - 453: 1397
0 - 454: 1450
0 - 455: 1329
0 - 456: 998
0 - 457: 1287
0 - 458: 1191
0 - 459: 1675
0 - 460: 1006
0 - 461: 1235
0 - 462: 1417
0 - 463: 940
0 - 464: 1467
0 - 465: 1160
0 - 466: 1102
0 - 467: 941
0 - 468: 1365
0 - 469: 922
0 - 470: 1249
0 - 471: 1349
0 - 472: 1301
0 - 473: 1618
0 - 474: 1527
0 - 475: 1123
0 - 476: 1389
0 - 477: 667
0 - 478: 1482
0 - 479: 1379
0 - 480: 1649
0 - 481: 1095
0 - 482: 1703
0 - 483: 1694
0 - 484: 1362
0 - 485: 1080
0 - 486: 1654
0 - 487: 1700
0 - 488: 1527
0 - 489: 1455
0 - 490: 1535
0 - 491: 1550
0 - 492: 1597
0 - 493: 1009
0 - 494: 1389
0 - 495: 1558
0 - 496: 1355
0 - 497: 1732
0 - 498: 1079
0 - 499: 1451
0 - 500: 1453
0 - 501: 1497
0 - 502: 1514
0 - 503: 1469
0 - 504: 1346
0 - 505: 1617
0 - 506: 1012
0 - 507: 1712
0 - 508: 1419
0 - 509: 1414
0 - 510: 1531
0 - 511: 1537
0 - 512: 634
0 - 513: 1759
0 - 514: 1631
0 - 515: 1578
0 - 516: 1297
0 - 517: 1575
0 - 518: 1390
0 - 519: 1358
0 - 520: 813
0 - 521: 1165
0 - 522: 1703
0 - 523: 1287
0 - 524: 1449
0 - 525: 1216
0 - 526: 1113
0 - 527: 1458
0 - 528: 1428
0 - 529: 1141
0 - 530: 1402
0 - 531: 1129
0 - 532: 1585
0 - 533: 1166
0 - 534: 1735
0 - 535: 937
0 - 536: 1296
0 - 537: 1360
0 - 538: 1337
0 - 539: 1273
0 - 540: 1535
0 - 541: 1387
0 - 542: 1885
0 - 543: 700
0 - 544: 1616
0 - 545: 2137
0 - 546: 1488
0 - 547: 1244
0 - 548: 1544
0 - 549: 443
0 - 550: 1829
0 - 551: 940
0 - 552: 1458
0 - 553: 1619
0 - 554: 1156
0 - 555: 1210
0 - 556: 1436
0 - 557: 1427
0 - 558: 1946
0 - 559: 1589
0 - 560: 1546
0 - 561: 1126
0 - 562: 1345
0 - 563: 1623
0 - 564: 1460
0 - 565: 1204
0 - 566: 1441
0 - 567: 1540
0 - 568: 1549
0 - 569: 1219
0 - 570: 980
0 - 571: 1714
0 - 572: 1625
0 - 573: 1469
0 - 574: 1619
0 - 575: 2141
0 - 576: 1466
0 - 577: 1316
0 - 578: 1669
0 - 579: 1169
0 - 580: 1310
0 - 581: 1292
0 - 582: 1505
0 - 583: 1634
0 - 584: 1537
0 - 585: 985
0 - 586: 1576
0 - 587: 1383
0 - 588: 1352
0 - 589: 1461
0 - 590: 1798
0 - 591: 1123
0 - 592: 1418
0 - 593: 1316
0 - 594: 1071
0 - 595: 953
0 - 596: 1474
0 - 597: 1409
0 - 598: 1338
0 - 599: 1592
0 - 600: 1606
0 - 601: 1845
0 - 602: 1586
0 - 603: 1438
0 - 604: 938
0 - 605: 1610
0 - 606: 1241
0 - 607: 1691
0 - 608: 1359
0 - 609: 1260
0 - 610: 1682
0 - 611: 1405
0 - 612: 1764
0 - 613: 1407
0 - 614: 1911
0 - 615: 1428
0 - 616: 1500
0 - 617: 1460
0 - 618: 1523
0 - 619: 1830
0 - 620: 1822
0 - 621: 1434
0 - 622: 1588
